timestamp,int,vehicleType,heading,dir,tot
2023-08-31T12:30:00Z,08:30-08:45,car,SB,Peds,0
2023-08-31T12:30:00Z,08:30-08:45,car,SB,R,14
2023-08-31T12:30:00Z,08:30-08:45,car,SB,T,41
2023-08-31T12:30:00Z,08:30-08:45,car,SB,L,0
2023-08-31T12:30:00Z,08:30-08:45,car,WB,Peds,1
2023-08-31T12:30:00Z,08:30-08:45,car,WB,R,10
2023-08-31T12:30:00Z,08:30-08:45,car,WB,T,114
2023-08-31T12:30:00Z,08:30-08:45,car,WB,L,6
2023-08-31T12:30:00Z,08:30-08:45,car,NB,Peds,1
2023-08-31T12:30:00Z,08:30-08:45,car,NB,R,0
2023-08-31T12:30:00Z,08:30-08:45,car,NB,T,51
2023-08-31T12:30:00Z,08:30-08:45,car,NB,L,5
2023-08-31T12:30:00Z,08:30-08:45,car,EB,Peds,1
2023-08-31T12:30:00Z,08:30-08:45,car,EB,R,0
2023-08-31T12:30:00Z,08:30-08:45,car,EB,T,0
2023-08-31T12:30:00Z,08:30-08:45,car,EB,L,0
2023-08-31T12:30:00Z,08:30-08:45,truck,SB,Peds,0
2023-08-31T12:30:00Z,08:30-08:45,truck,SB,R,0
2023-08-31T12:30:00Z,08:30-08:45,truck,SB,T,1
2023-08-31T12:30:00Z,08:30-08:45,truck,SB,L,0
2023-08-31T12:30:00Z,08:30-08:45,truck,WB,Peds,0
2023-08-31T12:30:00Z,08:30-08:45,truck,WB,R,1
2023-08-31T12:30:00Z,08:30-08:45,truck,WB,T,3
2023-08-31T12:30:00Z,08:30-08:45,truck,WB,L,0
2023-08-31T12:30:00Z,08:30-08:45,truck,NB,Peds,0
2023-08-31T12:30:00Z,08:30-08:45,truck,NB,R,0
2023-08-31T12:30:00Z,08:30-08:45,truck,NB,T,4
2023-08-31T12:30:00Z,08:30-08:45,truck,NB,L,0
2023-08-31T12:30:00Z,08:30-08:45,truck,EB,Peds,0
2023-08-31T12:30:00Z,08:30-08:45,truck,EB,R,0
2023-08-31T12:30:00Z,08:30-08:45,truck,EB,T,0
2023-08-31T12:30:00Z,08:30-08:45,truck,EB,L,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,SB,Peds,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,SB,R,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,SB,T,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,SB,L,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,WB,Peds,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,WB,R,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,WB,T,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,WB,L,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,NB,Peds,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,NB,R,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,NB,T,3
2023-08-31T12:30:00Z,08:30-08:45,bicycle,NB,L,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,EB,Peds,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,EB,R,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,EB,T,0
2023-08-31T12:30:00Z,08:30-08:45,bicycle,EB,L,0
2023-08-31T12:45:00Z,08:45-09:00,car,SB,Peds,3
2023-08-31T12:45:00Z,08:45-09:00,car,SB,R,26
2023-08-31T12:45:00Z,08:45-09:00,car,SB,T,50
2023-08-31T12:45:00Z,08:45-09:00,car,SB,L,0
2023-08-31T12:45:00Z,08:45-09:00,car,WB,Peds,0
2023-08-31T12:45:00Z,08:45-09:00,car,WB,R,14
2023-08-31T12:45:00Z,08:45-09:00,car,WB,T,180
2023-08-31T12:45:00Z,08:45-09:00,car,WB,L,9
2023-08-31T12:45:00Z,08:45-09:00,car,NB,Peds,3
2023-08-31T12:45:00Z,08:45-09:00,car,NB,R,0
2023-08-31T12:45:00Z,08:45-09:00,car,NB,T,79
2023-08-31T12:45:00Z,08:45-09:00,car,NB,L,8
2023-08-31T12:45:00Z,08:45-09:00,car,EB,Peds,2
