timestamp,int,vehicleType,heading,dir,tot
2023-06-13T21:00:00Z,17:00-17:15,car,SB,Peds,14
2023-06-13T21:00:00Z,17:00-17:15,car,SB,R,0
2023-06-13T21:00:00Z,17:00-17:15,car,SB,T,0
2023-06-13T21:00:00Z,17:00-17:15,car,SB,L,0
2023-06-13T21:00:00Z,17:00-17:15,car,WB,Peds,30
2023-06-13T21:00:00Z,17:00-17:15,car,WB,R,0
2023-06-13T21:00:00Z,17:00-17:15,car,WB,T,0
2023-06-13T21:00:00Z,17:00-17:15,car,WB,L,0
2023-06-13T21:00:00Z,17:00-17:15,car,NB,Peds,14
2023-06-13T21:00:00Z,17:00-17:15,car,NB,R,17
2023-06-13T21:00:00Z,17:00-17:15,car,NB,T,86
2023-06-13T21:00:00Z,17:00-17:15,car,NB,L,0
2023-06-13T21:00:00Z,17:00-17:15,car,EB,Peds,26
2023-06-13T21:00:00Z,17:00-17:15,car,EB,R,0
2023-06-13T21:00:00Z,17:00-17:15,car,EB,T,21
2023-06-13T21:00:00Z,17:00-17:15,car,EB,L,5
2023-06-13T21:00:00Z,17:00-17:15,truck,SB,Peds,0
2023-06-13T21:00:00Z,17:00-17:15,truck,SB,R,0
2023-06-13T21:00:00Z,17:00-17:15,truck,SB,T,0
2023-06-13T21:00:00Z,17:00-17:15,truck,SB,L,0
2023-06-13T21:00:00Z,17:00-17:15,truck,WB,Peds,0
2023-06-13T21:00:00Z,17:00-17:15,truck,WB,R,0
2023-06-13T21:00:00Z,17:00-17:15,truck,WB,T,0
2023-06-13T21:00:00Z,17:00-17:15,truck,WB,L,0
2023-06-13T21:00:00Z,17:00-17:15,truck,NB,Peds,0
2023-06-13T21:00:00Z,17:00-17:15,truck,NB,R,0
2023-06-13T21:00:00Z,17:00-17:15,truck,NB,T,2
2023-06-13T21:00:00Z,17:00-17:15,truck,NB,L,0
2023-06-13T21:00:00Z,17:00-17:15,truck,EB,Peds,0
2023-06-13T21:00:00Z,17:00-17:15,truck,EB,R,0
2023-06-13T21:00:00Z,17:00-17:15,truck,EB,T,0
2023-06-13T21:00:00Z,17:00-17:15,truck,EB,L,0
2023-06-13T21:00:00Z,17:00-17:15,bicycle,SB,Peds,0
2023-06-13T21:00:00Z,17:00-17:15,bicycle,SB,R,0
2023-06-13T21:00:00Z,17:00-17:15,bicycle,SB,T,0
2023-06-13T21:00:00Z,17:00-17:15,bicycle,SB,L,0
2023-06-13T21:00:00Z,17:00-17:15,bicycle,WB,Peds,0
2023-06-13T21:00:00Z,17:00-17:15,bicycle,WB,R,0
2023-06-13T21:00:00Z,17:00-17:15,bicycle,WB,T,0
2023-06-13T21:00:00Z,17:00-17:15,bicycle,WB,L,0
2023-06-13T21:00:00Z,17:00-17:15,bicycle,NB,Peds,0
2023-06-13T21:00:00Z,17:00-17:15,bicycle,NB,R,1
2023-06-13T21:00:00Z,17:00-17:15,bicycle,NB,T,8
2023-06-13T21:00:00Z,17:00-17:15,bicycle,NB,L,3
